kategori;category;entity;provinsi;province;kabupaten/kota
cerita rakyat;folklore;Hikayat Malaysia;Kalimantan Barat;West Kalimantan;None
cerita rakyat;folklore;Hikayat Banjar Sultan Makassar;Kalimantan Timur;East Kalimantan;None
cerita rakyat;folklore;Harvey Malaihollo;Maluku;Maluku;None
cerita rakyat;folklore;Masnait Group;Maluku;Maluku;None
cerita rakyat;folklore;Jaka Poleng;Jawa Tengah;Central Java;Kabupaten Brebes
cerita rakyat;folklore;Ciung Wanara;Jawa Tengah;Central Java;Kabupaten Brebes
cerita rakyat;folklore;Suronggotho;Jawa Tengah;Central Java;Kabupaten Jepara
cerita rakyat;folklore;Patak Warak;Jawa Tengah;Central Java;Kabupaten Jepara
cerita rakyat;folklore;Srayuda;Jawa Tengah;Central Java;Kabupaten Jepara
cerita rakyat;folklore;Ibukota Kabupaten Simeulue;Aceh;Aceh;Kabupaten Simeulue
cerita rakyat;folklore;Program Studi;Jambi;Jambi;Kabupaten Bungo
cerita rakyat;folklore;Legenda Sangkuriang;Jawa Barat;West Java;Kota Bandung
cerita rakyat;folklore;Pimpinan DPRD;Jawa Tengah;Central Java;Kabupaten Wonosobo
cerita rakyat;folklore;Pmpinan Komisi;Jawa Tengah;Central Java;Kabupaten Wonosobo
cerita rakyat;folklore;Instansi Pemerintah Wonosobo;Jawa Tengah;Central Java;Kabupaten Wonosobo
cerita rakyat;folklore;Hari;Jawa Tengah;Central Java;Kabupaten Wonosobo
cerita rakyat;folklore;Juli;Jawa Tengah;Central Java;Kabupaten Wonosobo
cerita rakyat;folklore;Tatung;Kalimantan Barat;West Kalimantan;Kota Singkawang
cerita rakyat;folklore;Hikayat Banjar;Kalimantan Tengah;Central Kalimantan;Kabupaten Katingan
cerita rakyat;folklore;Hikayat Banjar tokoh;Kalimantan Tengah;Central Kalimantan;Kabupaten Sukamara
cerita rakyat;folklore;Hikayat Banjar;Kalimantan Tengah;Central Kalimantan;Kabupaten Sukamara
istana;palace;Kraton Ratu Boko;Yogyakarta;Yogyakarta;None
istana;palace;Keraton Kasepuhan;Jawa Barat;West Java;None
istana;palace;Keraton Kanoman;Jawa Barat;West Java;None
istana;palace;Keraton Kacirebonan;Jawa Barat;West Java;None
istana;palace;Keraton Kaprabonan;Jawa Barat;West Java;None
istana;palace;Istana Kamali Baadia;Sulawesi Tenggara;Southeast Sulawesi;None
istana;palace;Istana Malige;Sulawesi Tenggara;Southeast Sulawesi;None
istana;palace;Istana Kamali Kara;Sulawesi Tenggara;Southeast Sulawesi;None
istana;palace;Istana Kamali Bata;Sulawesi Tenggara;Southeast Sulawesi;None
istana;palace;Istana Air Taman Sari;Yogyakarta;Yogyakarta;None
istana;palace;Keraton Surosowan;Banten;Banten;Kota Serang
istana;palace;Keraton Kaibon;Banten;Banten;Kota Serang
istana;palace;Istana Presiden Cipanas;Jawa Barat;West Java;Kabupaten Cianjur
istana;palace;Istana Bogor;Jawa Barat;West Java;Kota Bogor
istana;palace;Salah satu;Jawa Barat;West Java;Kota Bogor
istana;palace;Kraton Kartasura;Jawa Tengah;Central Java;Kabupaten Sukoharjo
istana;palace;Keraton Sumenep;Jawa Timur;East Java;Kabupaten Sumenep
istana;palace;Istana Gebang;Jawa Timur;East Java;Kota Blitar
istana;palace;Keraton Matan Tanjungpura;Kalimantan Barat;West Kalimantan;Kabupaten Ketapang
istana;palace;Istana Kuning Kesultanan Kutaringin;Kalimantan Tengah;Central Kalimantan;Kabupaten Kotawaringin Barat
istana;palace;Keraton Kesultanan Sambaliung;Kalimantan Timur;East Kalimantan;Kabupaten Berau
istana;palace;Keraton Kesultanan Ternate;Maluku Utara;North Maluku;Kota Ternate
istana;palace;Istana Kesultanan Pelalawan;Riau;Riau;Kabupaten Pelalawan
istana;palace;Istana Rokan;Riau;Riau;Kabupaten Rokan Hulu
istana;palace;Kompleks Istana Balla Lompoa;Sulawesi Selatan;South Sulawesi;Kabupaten Gowa
istana;palace;Istana Mande Rubiah;Sumatera Barat;West Sumatra;Kabupaten Pesisir Selatan
istana;palace;Istana Maimun;Sumatera Utara;North Sumatra;Kota Medan
istana;palace;Istana Cilegon;Banten;Banten;Kota Cilegon
istana;palace;Keraton Mataram;Jawa Tengah;Central Java;Kabupaten Wonosobo
istana;palace;istana Mataram;Jawa Timur;East Java;Kabupaten Madiun
istana;palace;Keraton Bumi Kencana Martapura;Kalimantan Selatan;South Borneo;Kabupaten Banjar
istana;palace;Keraton Ngayogyakarta;Yogyakarta;Yogyakarta;Kota Yogyakarta
istana;palace;Keraton Sultan Bacan Labuha;Maluku Utara;North Maluku;Kabupaten Halmahera Selatan
kerajaan;kingdom;Kesultanan Bacan;Maluku Utara;North Maluku;None
kerajaan;kingdom;Kesultanan Jailolo;Maluku Utara;North Maluku;None
kerajaan;kingdom;Kesultanan Tidore;Maluku Utara;North Maluku;None
kerajaan;kingdom;Kesultanan Ternate;Maluku Utara;North Maluku;None
kerajaan;kingdom;Afdeling Boeton;Sulawesi Tenggara;Southeast Sulawesi;None
kerajaan;kingdom;Afdeling Muna;Sulawesi Tenggara;Southeast Sulawesi;None
kerajaan;kingdom;Afdeling Laiwui;Sulawesi Tenggara;Southeast Sulawesi;None
kerajaan;kingdom;Kesultanan Aceh;Aceh;Aceh;None
kerajaan;kingdom;Kerajaan Tarumanagara;Banten;Banten;None
kerajaan;kingdom;Kerajaan Sunda;Banten;Banten;None
kerajaan;kingdom;Kerajaan Pajajaran;Banten;Banten;None
kerajaan;kingdom;Kerajaan Sumedang;Banten;Banten;None
kerajaan;kingdom;Kerajaan Sunda;Jakarta;Jakarta;None
kerajaan;kingdom;Kerajaan Tarumanagara;Jakarta;Jakarta;None
kerajaan;kingdom;Kesultanan Cirebon;Jakarta;Jakarta;None
kerajaan;kingdom;Kerajaan Cola;Jambi;Jambi;None
kerajaan;kingdom;Kerajaan Melayu;Jambi;Jambi;None
kerajaan;kingdom;Kesultanan Demak;Jawa Tengah;Central Java;None
kerajaan;kingdom;kesultanan Banjar;Kalimantan Barat;West Kalimantan;None
kerajaan;kingdom;kesultanan Islam;Kalimantan Barat;West Kalimantan;None
kerajaan;kingdom;Kesultanan Banjar;Kalimantan Tengah;Central Kalimantan;None
kerajaan;kingdom;Kesultanan Banjar;Kalimantan Utara;North Kalimantan;None
kerajaan;kingdom;Kerajaan Sriwijaya;Papua Barat;West Papua;None
kerajaan;kingdom;Kesultanan Indragiri;Riau;Riau;None
kerajaan;kingdom;Kerajaan Nusantara;Sulawesi Tenggara;Southeast Sulawesi;None
kerajaan;kingdom;Raja Adipati Ida Dalem Krena Kepakisan;Bali;Bali;Kabupaten Gianyar
kerajaan;kingdom;Ida Dalem Ketut Ngulesir;Bali;Bali;Kabupaten Gianyar
kerajaan;kingdom;Ida Dalem Waturenggong;Bali;Bali;Kabupaten Gianyar
kerajaan;kingdom;Ida Dalem Sagening;Bali;Bali;Kabupaten Gianyar
kerajaan;kingdom;Ida Dalem Dimade;Bali;Bali;Kabupaten Gianyar
kerajaan;kingdom;Kerajaan Taruma Negara;Jawa Barat;West Java;Kabupaten Bogor
kerajaan;kingdom;Kerajaan Galuh;Jawa Barat;West Java;Kabupaten Bogor
kerajaan;kingdom;Kerajaan Sunda;Jawa Barat;West Java;Kabupaten Bogor
kerajaan;kingdom;Kerajaan Pajajaran;Jawa Barat;West Java;Kabupaten Bogor
kerajaan;kingdom;Kerajaan Galuh Sindula;Jawa Barat;West Java;Kabupaten Ciamis
kerajaan;kingdom;Kerajaan Galuh Rahyang berlokasi;Jawa Barat;West Java;Kabupaten Ciamis
kerajaan;kingdom;Batas;Jawa Barat;West Java;Kabupaten Majalengka
kerajaan;kingdom;Di sebelah Barat garis Citarum;Jawa Barat;West Java;Kabupaten Majalengka
kerajaan;kingdom;Namun;Jawa Barat;West Java;Kabupaten Majalengka
kerajaan;kingdom;Kadipaten;Jawa Barat;West Java;Kabupaten Majalengka
kerajaan;kingdom;Kerajaan Kalingga;Jawa Tengah;Central Java;Kabupaten Jepara
kerajaan;kingdom;Kerajaan Kalinyamat;Jawa Tengah;Central Java;Kabupaten Jepara
kerajaan;kingdom;Kin San;Jawa Tengah;Central Java;Kota Semarang
kerajaan;kingdom;Ki Ageng Pandan Arang;Jawa Tengah;Central Java;Kota Semarang
kerajaan;kingdom;Sunan Bayat;Jawa Tengah;Central Java;Kota Semarang
kerajaan;kingdom;Pangeran Kanoman;Jawa Tengah;Central Java;Kota Semarang
kerajaan;kingdom;Mas Tumenggung Wongsorejo;Jawa Tengah;Central Java;Kota Semarang
kerajaan;kingdom;Mas Tumenggung Prawiroprojo;Jawa Tengah;Central Java;Kota Semarang
kerajaan;kingdom;Mas Tumenggung Alap-alap;Jawa Tengah;Central Java;Kota Semarang
kerajaan;kingdom;Kyai Mertonoyo;Jawa Tengah;Central Java;Kota Semarang
kerajaan;kingdom;Kerajaan Matan;Kalimantan Barat;West Kalimantan;Kabupaten Ketapang
kerajaan;kingdom;Kerajaan Sukadana;Kalimantan Barat;West Kalimantan;Kabupaten Ketapang
kerajaan;kingdom;Kerajaan Simpang;Kalimantan Barat;West Kalimantan;Kabupaten Ketapang
kerajaan;kingdom;Kesultanan Kubu;Kalimantan Barat;West Kalimantan;Kabupaten Kubu Raya
kerajaan;kingdom;Kerajaan Tanah Bumbu;Kalimantan Selatan;South Borneo;Kabupaten Kotabaru
kerajaan;kingdom;Satui;Kalimantan Selatan;South Borneo;Kabupaten Tanah Laut
kerajaan;kingdom;Tabanio;Kalimantan Selatan;South Borneo;Kabupaten Tanah Laut
kerajaan;kingdom;Maluka;Kalimantan Selatan;South Borneo;Kabupaten Tanah Laut
kerajaan;kingdom;Kerajaan Kotawaringin;Kalimantan Tengah;Central Kalimantan;Kabupaten Kotawaringin Barat
kerajaan;kingdom;Kesultanan Bulungan;Kalimantan Utara;North Kalimantan;Kabupaten Malinau
kerajaan;kingdom;Kerajaan Tidung;Kalimantan Utara;North Kalimantan;Kabupaten Malinau
kerajaan;kingdom;Dialek bahas Tidung Malinau;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Dialek bahasa Tidung Sembakung;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Dialek bahas Tidung Sesayap;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Dialek bahas Tidung Tarakan;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Benayuk;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Yamus;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Ibugang;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Itara;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Ikurung;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Ikarang;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Karangan;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Ibidang;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Bengawan;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Itambu;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Aji Beruwing Sakti;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Aji Surya Sakti;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Aji Pengiran Kungun;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Pengiran Tempuad;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Aji Iram Sakti;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Aji Baran Sakti;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Datoe Mancang;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Abang Lemanak;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Ikenawai bergelar Ratu Ulam Sari;Kalimantan Utara;North Kalimantan;Kota Tarakan
kerajaan;kingdom;Kesultanan Ternate;Maluku Utara;North Maluku;Kabupaten Halmahera Selatan
kerajaan;kingdom;Kesultanan Tidore;Maluku Utara;North Maluku;Kabupaten Halmahera Selatan
kerajaan;kingdom;Kesultanan Bacan;Maluku Utara;North Maluku;Kabupaten Halmahera Selatan
kerajaan;kingdom;Ncuhi Dara;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Ncuhi Parewa;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Ncuhi Padolo;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Ncuhi Banggapupa;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Ncuhi Dorowani;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Darmawangsa;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Sang Bima;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Sang Arjuna;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Sang Kula;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Sang Dewa;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Kerajaan Terpenting;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Belu
kerajaan;kingdom;Kerajaan Endekan;Sulawesi Selatan;South Sulawesi;Kabupaten Enrekang
kerajaan;kingdom;Kerajaan Kassa;Sulawesi Selatan;South Sulawesi;Kabupaten Enrekang
kerajaan;kingdom;Kerajaan Batulappa;Sulawesi Selatan;South Sulawesi;Kabupaten Enrekang
kerajaan;kingdom;Kerajaan Tallu Batu Papan yang;Sulawesi Selatan;South Sulawesi;Kabupaten Enrekang
kerajaan;kingdom;Kerajaan Maiwa;Sulawesi Selatan;South Sulawesi;Kabupaten Enrekang
kerajaan;kingdom;Kerajaan Letta;Sulawesi Selatan;South Sulawesi;Kabupaten Enrekang
kerajaan;kingdom;Kerajaan Baringin;Sulawesi Selatan;South Sulawesi;Kabupaten Enrekang
kerajaan;kingdom;Kerajaan Batu Kangkung;Sumatera Barat;West Sumatra;Kabupaten Dharmasraya
kerajaan;kingdom;Kerajaan Sebayak Lingga;Sumatera Utara;North Sumatra;Kabupaten Karo
kerajaan;kingdom;Kerajaan Sebayak Sarinembah;Sumatera Utara;North Sumatra;Kabupaten Karo
kerajaan;kingdom;Kerajaan Sebayak Suka;Sumatera Utara;North Sumatra;Kabupaten Karo
kerajaan;kingdom;Kerajaan Sebayak Barusjahe;Sumatera Utara;North Sumatra;Kabupaten Karo
kerajaan;kingdom;Kerajaan Sebayak Kutabuluh;Sumatera Utara;North Sumatra;Kabupaten Karo
kerajaan;kingdom;Kerajaan Sukapiring Seberaja;Sumatera Utara;North Sumatra;Kabupaten Karo
kerajaan;kingdom;Kesultanan Aceh Darussalam;Aceh;Aceh;Kota Banda Aceh
kerajaan;kingdom;Kesultanan Banten;Banten;Banten;Kabupaten Lebak
kerajaan;kingdom;kerajaan Islam;Banten;Banten;Kota Serang
kerajaan;kingdom;Kerajaan Sunda;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
kerajaan;kingdom;Kerajaan Tarumanagara;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
kerajaan;kingdom;Kesultanan Cirebon;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
kerajaan;kingdom;kerajaan Tarumanagara;Jawa Barat;West Java;Kabupaten Bekasi
kerajaan;kingdom;Kerajaan Sumedanglarang;Jawa Barat;West Java;Kabupaten Bekasi
kerajaan;kingdom;Kesultanan Cirebon;Jawa Barat;West Java;Kabupaten Cirebon
kerajaan;kingdom;Kerajaan Hindu;Jawa Barat;West Java;Kabupaten Majalengka
kerajaan;kingdom;Kerajaan Sumedanglarang;Jawa Barat;West Java;Kabupaten Majalengka
kerajaan;kingdom;Kesultanan Mataram;Jawa Barat;West Java;Kabupaten Majalengka
kerajaan;kingdom;Kerajaan Pajajaran;Jawa Barat;West Java;Kabupaten Tasikmalaya
kerajaan;kingdom;Kerajaan Galuh;Jawa Barat;West Java;Kota Bekasi
kerajaan;kingdom;Kerajaan Pajajaran;Jawa Barat;West Java;Kota Bekasi
kerajaan;kingdom;Kerajaan Pajajaran;Jawa Barat;West Java;Kota Bogor
kerajaan;kingdom;Kasunanan Surakarta;Jawa Tengah;Central Java;Kabupaten Klaten
kerajaan;kingdom;Kadipaten Pesantenan;Jawa Tengah;Central Java;Kabupaten Pati
kerajaan;kingdom;Kerajaan Pajajaran;Jawa Tengah;Central Java;Kabupaten Pati
kerajaan;kingdom;Kerajaan Tanah Jawa;Jawa Tengah;Central Java;Kabupaten Pati
kerajaan;kingdom;Kadipaten Bagelen;Jawa Tengah;Central Java;Kabupaten Purworejo
kerajaan;kingdom;kasunanan Surakarta;Jawa Tengah;Central Java;Kabupaten Sragen
kerajaan;kingdom;Kerajaan Kediri;Jawa Timur;East Java;Kabupaten Blitar
kerajaan;kingdom;Kasunanan Giri;Jawa Timur;East Java;Kabupaten Lamongan
kerajaan;kingdom;Kerajaan Kediri;Jawa Timur;East Java;Kabupaten Malang
kerajaan;kingdom;kerajaan Singhasari;Jawa Timur;East Java;Kabupaten Malang
kerajaan;kingdom;Kadipaten Ponorogo;Jawa Timur;East Java;Kabupaten Ponorogo
kerajaan;kingdom;Kerajaan Tumapel;Jawa Timur;East Java;Kota Kediri
kerajaan;kingdom;kerajaan Jawa;Jawa Timur;East Java;Kota Kediri
kerajaan;kingdom;Kerajaan Kanjuruhan;Jawa Timur;East Java;Kota Malang
kerajaan;kingdom;Kesultanan Banjar;Kalimantan Selatan;South Borneo;Kabupaten Balangan
kerajaan;kingdom;Kesultanan Banjar;Kalimantan Selatan;South Borneo;Kabupaten Banjar
kerajaan;kingdom;Kerajaan Tanah Bumbu;Kalimantan Selatan;South Borneo;Kabupaten Tanah Bumbu
kerajaan;kingdom;Kesultanan Banjar;Kalimantan Selatan;South Borneo;Kota Banjarmasin
kerajaan;kingdom;Kesultanan Banjar;Kalimantan Tengah;Central Kalimantan;Kabupaten Barito Selatan
kerajaan;kingdom;Kesultanan Sambaliung;Kalimantan Timur;East Kalimantan;Kabupaten Berau
kerajaan;kingdom;Kesultanan Kutai Kartanegara ing Martadipura;Kalimantan Timur;East Kalimantan;Kabupaten Kutai Kartanegara
kerajaan;kingdom;Kesultanan Kutai Kartanegara;Kalimantan Timur;East Kalimantan;Kota Bontang
kerajaan;kingdom;Kesultanan Gowa;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Bima
kerajaan;kingdom;Kerajaan Indragiri;Riau;Riau;Kabupaten Indragiri Hilir
kerajaan;kingdom;Kesultanan Indragiri;Riau;Riau;Kabupaten Indragiri Hilir
kerajaan;kingdom;Kesultanan Siak Sri Indrapura;Riau;Riau;Kabupaten Kepulauan Meranti
kerajaan;kingdom;Kerajaan Gowa;Sulawesi Selatan;South Sulawesi;Kabupaten Gowa
kerajaan;kingdom;kerajaan Soppeng;Sulawesi Selatan;South Sulawesi;Kabupaten Soppeng
kerajaan;kingdom;kerajaan Banggai;Sulawesi Tengah;Central Sulawesi;Kabupaten Banggai
kerajaan;kingdom;Kerajaan Palu;Sulawesi Tengah;Central Sulawesi;Kota Palu
kerajaan;kingdom;Kerajaan Dharmasraya;Sumatera Barat;West Sumatra;Kabupaten Dharmasraya
kerajaan;kingdom;Kerajaan Sunda;Sumatera Barat;West Sumatra;Kabupaten Dharmasraya
kerajaan;kingdom;kerajaan Tumasik;Sumatera Barat;West Sumatra;Kabupaten Dharmasraya
kerajaan;kingdom;Kerajaan Padang;Sumatera Utara;North Sumatra;Kota Tebing Tinggi
kolam;pool;Kolam Pemandian Air Panas;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
kolam;pool;Kolam Air Panas;Aceh;Aceh;Kabupaten Pidie
kolam;pool;Kolam Ranang Lahilote;Gorontalo;Gorontalo;Kota Gorontalo
kolam;pool;Taman Yasmin Sport Centre;Jawa Barat;West Java;Kota Bogor
kolam;pool;Bukit Cimanggu City-Marcopolo;Jawa Barat;West Java;Kota Bogor
kolam;pool;Bogor Nirwana Residence-Jungle Water Park;Jawa Barat;West Java;Kota Bogor
kolam;pool;Warung Makan Kalinyamatan;Jawa Tengah;Central Java;Kabupaten Jepara
kolam;pool;Kolam Pemandian Walik Asri;Jawa Tengah;Central Java;Kabupaten Purbalingga
kolam;pool;Kolam Desa Tudu Aog;Sulawesi Utara;North Sulawesi;Kabupaten Bolaang Mongondow
kolam;pool;Kolam Ranang;Sumatera Barat;West Sumatra;Kabupaten Lima Puluh Kota
kolam;pool;Kolam Gaul;Sumatera Utara;North Sumatra;Kabupaten Labuhanbatu Selatan
kolam;pool;Kolam Sri Deli;Sumatera Utara;North Sumatra;Kota Medan
kuil;temple;Kuil Shri Mariamman;Sumatera Utara;North Sumatra;Kota Medan
lagu;song;Lagu Manuk Dadali;Jawa Barat;West Java;None
lagu;song;Lagu Cing Cang Keling;Jawa Barat;West Java;None
lagu;song;Ampar-ampar Pisang;Kalimantan Selatan;South Borneo;None
lagu;song;Sapu Tangan Babuncu Ampat;Kalimantan Selatan;South Borneo;None
lagu;song;Paris Barantai;Kalimantan Selatan;South Borneo;None
lagu;song;Burung Enggang;Kalimantan Timur;East Kalimantan;None
lagu;song;Meharit;Kalimantan Timur;East Kalimantan;None
lagu;song;Sabarai-sabarai;Kalimantan Timur;East Kalimantan;None
lagu;song;Anjat Manik;Kalimantan Timur;East Kalimantan;None
lagu;song;Bebilin;Kalimantan Timur;East Kalimantan;None
lagu;song;Andang Sigurandang;Kalimantan Timur;East Kalimantan;None
lagu;song;Bedone;Kalimantan Timur;East Kalimantan;None
lagu;song;Ayen Sae;Kalimantan Timur;East Kalimantan;None
lagu;song;Sorangan;Kalimantan Timur;East Kalimantan;None
lagu;song;Lamin Talunsur;Kalimantan Timur;East Kalimantan;None
lagu;song;Buah Bolok;Kalimantan Timur;East Kalimantan;None
lagu;song;Aku Menyanyi;Kalimantan Timur;East Kalimantan;None
lagu;song;Sungai Kandilo;Kalimantan Timur;East Kalimantan;None
lagu;song;Rambai Manguning;Kalimantan Timur;East Kalimantan;None
lagu;song;Ading Manis;Kalimantan Timur;East Kalimantan;None
lagu;song;Indung-Indung;Kalimantan Timur;East Kalimantan;None
lagu;song;Basar Niat;Kalimantan Timur;East Kalimantan;None
lagu;song;Berampukan;Kalimantan Timur;East Kalimantan;None
lagu;song;Undur Hudang;Kalimantan Timur;East Kalimantan;None
lagu;song;Kada Guna Marista;Kalimantan Timur;East Kalimantan;None
lagu;song;Tajong Samarinda;Kalimantan Timur;East Kalimantan;None
lagu;song;Citra Niaga;Kalimantan Timur;East Kalimantan;None
lagu;song;Ne Poq Batangph;Kalimantan Timur;East Kalimantan;None
lagu;song;Banuangku;Kalimantan Timur;East Kalimantan;None
lagu;song;Kekayaan Alam Etam;Kalimantan Timur;East Kalimantan;None
lagu;song;Mambari Maras;Kalimantan Timur;East Kalimantan;None
lagu;song;Kambang Goyang;Kalimantan Timur;East Kalimantan;None
lagu;song;Apandang Jakku;Kalimantan Timur;East Kalimantan;None
lagu;song;Keledung;Kalimantan Timur;East Kalimantan;None
lagu;song;Ketuyak;Kalimantan Timur;East Kalimantan;None
lagu;song;Jalung;Kalimantan Timur;East Kalimantan;None
lagu;song;Antu;Kalimantan Timur;East Kalimantan;None
